longitude,latitude,nu4_5,Observed Count,Smoothed Rate,ratio
62.9,30.4,0.0006,0,0.0001349,0.22483333333333336
62.9,30.5,0.0004,0,8.71e-05,0.21775
62.9,30.6,0.0002,0,5.3e-05,0.265
62.9,30.7,0.0001,0,3.05e-05,0.305
62.9,30.8,0.0001,0,1.65e-05,0.165
63.0,28.5,0.0001,0,1.3e-05,0.12999999999999998
63.0,28.6,0.0001,0,2.54e-05,0.254
63.0,28.7,0.0002,0,4.71e-05,0.2355
63.0,28.8,0.0003,0,8.22e-05,0.274
63.0,28.9,0.0006,0,0.0001353,0.22550000000000003
63.0,29.0,0.0009,0,0.0002102,0.23355555555555554
63.0,29.1,0.0013,0,0.0003079,0.23684615384615387
63.0,29.2,0.0018,0,0.0004253,0.23627777777777778
63.0,29.3,0.0023,0,0.0005542,0.24095652173913046
63.0,29.4,0.0028,0,0.000681,0.24321428571428572
63.0,29.5,0.0033,0,0.0007892,0.23915151515151514
63.0,29.6,0.0036,0,0.0008627,0.2396388888888889
63.0,29.7,0.0037,0,0.0008894,0.2403783783783784
63.0,29.8,0.0036,0,0.0008648,0.24022222222222223
63.0,29.9,0.0033,0,0.000793,0.2403030303030303
63.0,30.0,0.0029,0,0.0006859,0.23651724137931038
63.0,30.1,0.0023,0,0.0005595,0.2432608695652174
63.0,30.2,0.0018,0,0.0004305,0.23916666666666667
63.0,30.3,0.0013,0,0.0003124,0.24030769230769233
63.0,30.4,0.0009,0,0.0002138,0.23755555555555555
63.0,30.5,0.0006,0,0.000138,0.23
63.0,30.6,0.0004,0,8.4e-05,0.20999999999999996
63.0,30.7,0.0002,0,4.82e-05,0.241
63.0,30.8,0.0001,0,2.61e-05,0.261
63.0,30.9,0.0001,0,1.33e-05,0.13299999999999998
63.1,28.5,0.0001,0,1.98e-05,0.19799999999999998
63.1,28.6,0.0002,0,3.89e-05,0.19449999999999998
63.1,28.7,0.0003,0,7.19e-05,0.2396666666666667
63.1,28.8,0.0005,0,0.0001255,0.25099999999999995
63.1,28.9,0.0009,0,0.0002066,0.22955555555555557
63.1,29.0,0.0013,0,0.0003207,0.24669230769230768
63.1,29.1,0.002,0,0.0004695,0.23475
63.1,29.2,0.0027,0,0.0006484,0.24014814814814814
63.1,29.3,0.0035,0,0.0008444,0.24125714285714286
63.1,29.4,0.0043,0,0.0010372,0.2412093023255814
63.1,29.5,0.005,0,0.0012016,0.24031999999999998
63.1,29.6,0.0055,0,0.001313,0.23872727272727273
63.1,29.7,0.0056,0,0.001353,0.24160714285714285
63.1,29.8,0.0055,0,0.001315,0.2390909090909091
63.1,29.9,0.005,0,0.0012054,0.24108
63.1,30.0,0.0043,0,0.0010422,0.24237209302325582
63.1,30.1,0.0035,0,0.0008498,0.2428
63.1,30.2,0.0027,0,0.0006535,0.24203703703703702
63.1,30.3,0.002,0,0.000474,0.237
63.1,30.4,0.0014,0,0.0003242,0.2315714285714286
63.1,30.5,0.0009,0,0.0002092,0.23244444444444443
63.1,30.6,0.0005,0,0.0001273,0.2546
63.1,30.7,0.0003,0,7.31e-05,0.2436666666666667
63.1,30.8,0.0002,0,3.95e-05,0.19749999999999998
63.1,30.9,0.0001,0,2.02e-05,0.20199999999999999
63.2,28.4,0.0001,0,1.39e-05,0.139
63.2,28.5,0.0001,0,2.9e-05,0.29
63.2,28.6,0.0002,0,5.68e-05,0.284
63.2,28.7,0.0004,0,0.0001051,0.26275
63.2,28.8,0.0008,0,0.0001833,0.229125
63.2,28.9,0.0013,0,0.0003016,0.232
63.2,29.0,0.002,0,0.000468,0.23399999999999999
63.2,29.1,0.0029,0,0.000685,0.23620689655172414
63.2,29.2,0.0039,0,0.0009455,0.24243589743589747
63.2,29.3,0.0051,0,0.001231,0.24137254901960783
63.2,29.4,0.0063,0,0.0015115,0.23992063492063492
63.2,29.5,0.0073,0,0.0017504,0.23978082191780822
63.2,29.6,0.008,0,0.0019118,0.238975
63.2,29.7,0.0082,0,0.0019694,0.24017073170731706
63.2,29.8,0.008,0,0.0019134,0.239175
63.2,29.9,0.0073,0,0.0017533,0.2401780821917808
63.2,30.0,0.0063,0,0.0015152,0.2405079365079365
63.2,30.1,0.0051,0,0.001235,0.242156862745098
63.2,30.2,0.004,0,0.0009494,0.23734999999999998
63.2,30.3,0.0029,0,0.0006884,0.23737931034482762
63.2,30.4,0.002,0,0.0004707,0.23535
63.2,30.5,0.0013,0,0.0003036,0.23353846153846156
63.2,30.6,0.0008,0,0.0001847,0.23087499999999997
63.2,30.7,0.0004,0,0.0001059,0.26475
63.2,30.8,0.0002,0,5.73e-05,0.2865
63.2,30.9,0.0001,0,2.93e-05,0.293
63.2,31.0,0.0001,0,1.41e-05,0.141
63.3,28.4,0.0001,0,1.95e-05,0.19499999999999998
63.3,28.5,0.0002,0,4.05e-05,0.2025
63.3,28.6,0.0003,0,7.94e-05,0.2646666666666667
63.3,28.7,0.0006,0,0.0001468,0.24466666666666667
63.3,28.8,0.0011,0,0.000256,0.2327272727272727
63.3,28.9,0.0018,0,0.0004211,0.23394444444444445
63.3,29.0,0.0027,0,0.0006533,0.24196296296296294
63.3,29.1,0.004,0,0.0009558,0.23895
63.3,29.2,0.0055,0,0.001319,0.23981818181818185
63.3,29.3,0.0072,0,0.0017166,0.23841666666666667
63.3,29.4,0.0088,0,0.0021071,0.23944318181818183
63.3,29.5,0.0102,0,0.0024393,0.2391470588235294
63.3,29.6,0.0111,0,0.0026634,0.23994594594594593
63.3,29.7,0.0114,0,0.0027427,0.2405877192982456
63.3,29.8,0.0111,0,0.0026638,0.23998198198198198
63.3,29.9,0.0102,0,0.0024401,0.23922549019607844
63.3,30.0,0.0088,0,0.0021081,0.23955681818181815
63.3,30.1,0.0072,0,0.0017177,0.23856944444444445
63.3,30.2,0.0055,0,0.00132,0.24000000000000002
63.3,30.3,0.004,0,0.0009568,0.23919999999999997
63.3,30.4,0.0027,0,0.000654,0.2422222222222222
63.3,30.5,0.0018,0,0.0004217,0.23427777777777778
63.3,30.6,0.0011,0,0.0002564,0.23309090909090907
63.3,30.7,0.0006,0,0.000147,0.24500000000000002
63.3,30.8,0.0003,0,7.95e-05,0.265
63.3,30.9,0.0002,0,4.06e-05,0.20299999999999999
63.3,31.0,0.0001,0,1.95e-05,0.19499999999999998
63.4,28.4,0.0001,0,2.61e-05,0.261
63.4,28.5,0.0002,0,5.41e-05,0.27049999999999996
63.4,28.6,0.0004,0,0.0001061,0.26525
63.4,28.7,0.0008,0,0.0001962,0.24525
63.4,28.8,0.0014,0,0.000342,0.2442857142857143
63.4,28.9,0.0023,0,0.0005624,0.2445217391304348
63.4,29.0,0.0036,0,0.0008723,0.24230555555555555
63.4,29.1,0.0053,0,0.0012758,0.24071698113207546
63.4,29.2,0.0073,0,0.0017601,0.24110958904109586
63.4,29.3,0.0095,0,0.00229,0.24105263157894738
63.4,29.4,0.0117,0,0.0028101,0.24017948717948717
63.4,29.5,0.0136,0,0.0032523,0.23913970588235295
63.4,29.6,0.0148,0,0.00355,0.23986486486486486
63.4,29.7,0.0152,0,0.0036547,0.2404407894736842
63.4,29.8,0.0148,0,0.0035486,0.23977027027027026
63.4,29.9,0.0135,0,0.0032496,0.24071111111111113
63.4,30.0,0.0117,0,0.0028067,0.2398888888888889
63.4,30.1,0.0095,0,0.0022863,0.24066315789473683
63.4,30.2,0.0073,0,0.0017565,0.2406164383561644
63.4,30.3,0.0053,0,0.0012727,0.24013207547169813
63.4,30.4,0.0036,0,0.0008698,0.2416111111111111
63.4,30.5,0.0023,0,0.0005606,0.2437391304347826
63.4,30.6,0.0014,0,0.0003408,0.2434285714285714
63.4,30.7,0.0008,0,0.0001954,0.24425
63.4,30.8,0.0004,0,0.0001056,0.264
63.4,30.9,0.0002,0,5.39e-05,0.2695
63.4,31.0,0.0001,0,2.59e-05,0.259
63.5,28.3,0.0001,0,1.51e-05,0.151
63.5,28.4,0.0001,0,3.33e-05,0.333
63.5,28.5,0.0003,0,6.92e-05,0.2306666666666667
63.5,28.6,0.0006,0,0.0001357,0.22616666666666668
63.5,28.7,0.001,0,0.0002507,0.25070000000000003
63.5,28.8,0.0018,0,0.000437,0.2427777777777778
63.5,28.9,0.003,0,0.0007184,0.23946666666666666
63.5,29.0,0.0046,0,0.001114,0.24217391304347827
63.5,29.1,0.0068,0,0.001629,0.23955882352941177
63.5,29.2,0.0094,0,0.0022467,0.23901063829787234
63.5,29.3,0.0122,0,0.0029225,0.23954918032786884
63.5,29.4,0.0149,0,0.0035854,0.24063087248322146
63.5,29.5,0.0173,0,0.0041485,0.2397976878612717
63.5,29.6,0.0189,0,0.0045272,0.23953439153439154
63.5,29.7,0.0194,0,0.0046596,0.24018556701030927
63.5,29.8,0.0188,0,0.0045232,0.24059574468085104
63.5,29.9,0.0173,0,0.0041411,0.2393699421965318
63.5,30.0,0.0149,0,0.0035758,0.23998657718120806
63.5,30.1,0.0121,0,0.002912,0.2406611570247934
63.5,30.2,0.0093,0,0.0022367,0.24050537634408603
63.5,30.3,0.0068,0,0.0016203,0.2382794117647059
63.5,30.4,0.0046,0,0.001107,0.24065217391304347
63.5,30.5,0.003,0,0.0007133,0.23776666666666668
63.5,30.6,0.0018,0,0.0004335,0.24083333333333334
63.5,30.7,0.001,0,0.0002485,0.24850000000000003
63.5,30.8,0.0006,0,0.0001343,0.22383333333333338
63.5,30.9,0.0003,0,6.85e-05,0.22833333333333336
63.5,31.0,0.0001,0,3.29e-05,0.32899999999999996
63.5,31.1,0.0001,0,1.49e-05,0.149
63.6,28.3,0.0001,0,1.85e-05,0.18499999999999997
63.6,28.4,0.0002,0,4.07e-05,0.2035
63.6,28.5,0.0004,0,8.46e-05,0.2115
63.6,28.6,0.0007,0,0.0001658,0.23685714285714285
63.6,28.7,0.0013,0,0.0003064,0.23569230769230773
63.6,28.8,0.0022,0,0.000534,0.2427272727272727
63.6,28.9,0.0037,0,0.0008778,0.23724324324324322
63.6,29.0,0.0057,0,0.0013607,0.23871929824561403
63.6,29.1,0.0083,0,0.0019895,0.23969879518072287
63.6,29.2,0.0114,0,0.0027434,0.24064912280701753
63.6,29.3,0.0149,0,0.0035678,0.2394496644295302
63.6,29.4,0.0182,0,0.0043762,0.24045054945054944
63.6,29.5,0.0211,0,0.0050626,0.23993364928909955
63.6,29.6,0.023,0,0.0055237,0.2401608695652174
63.6,29.7,0.0237,0,0.0056841,0.2398354430379747
63.6,29.8,0.023,0,0.0055166,0.23985217391304348
63.6,29.9,0.021,0,0.0050496,0.2404571428571428
63.6,30.0,0.0182,0,0.0043594,0.23952747252747253
63.6,30.1,0.0148,0,0.0035495,0.2398310810810811
63.6,30.2,0.0114,0,0.0027257,0.23909649122807017
63.6,30.3,0.0082,0,0.0019742,0.2407560975609756
63.6,30.4,0.0056,0,0.0013485,0.24080357142857145
63.6,30.5,0.0036,0,0.0008688,0.24133333333333334
63.6,30.6,0.0022,0,0.0005279,0.23995454545454542
63.6,30.7,0.0013,0,0.0003025,0.2326923076923077
63.6,30.8,0.0007,0,0.0001635,0.23357142857142857
63.6,30.9,0.0003,0,8.34e-05,0.278
63.6,31.0,0.0002,0,4.01e-05,0.20049999999999998
63.6,31.1,0.0001,0,1.82e-05,0.18199999999999997
63.7,28.3,0.0001,0,2.16e-05,0.216
63.7,28.4,0.0002,0,4.77e-05,0.2385
63.7,28.5,0.0004,0,9.9e-05,0.24749999999999997
63.7,28.6,0.0008,0,0.0001939,0.24237499999999998
63.7,28.7,0.0015,0,0.0003582,0.23879999999999998
63.7,28.8,0.0026,0,0.0006242,0.24007692307692308
63.7,28.9,0.0043,0,0.0010258,0.23855813953488375
63.7,29.0,0.0066,0,0.0015899,0.24089393939393938
63.7,29.1,0.0097,0,0.0023242,0.2396082474226804
63.7,29.2,0.0134,0,0.0032044,0.23913432835820894
63.7,29.3,0.0174,0,0.0041668,0.2394712643678161
63.7,29.4,0.0213,0,0.0051101,0.23991079812206575
63.7,29.5,0.0246,0,0.0059107,0.24027235772357722
63.7,29.6,0.0269,0,0.006448,0.23970260223048326
63.7,29.7,0.0276,0,0.0066343,0.2403731884057971
63.7,29.8,0.0268,0,0.0064378,0.24021641791044773
63.7,29.9,0.0246,0,0.0058919,0.2395081300813008
63.7,30.0,0.0212,0,0.0050857,0.23989150943396229
63.7,30.1,0.0173,0,0.0041403,0.23932369942196535
63.7,30.2,0.0132,0,0.0031789,0.24082575757575758
63.7,30.3,0.0096,0,0.002302,0.23979166666666665
63.7,30.4,0.0066,0,0.0015722,0.2382121212121212
63.7,30.5,0.0042,0,0.0010128,0.24114285714285713
63.7,30.6,0.0026,0,0.0006153,0.2366538461538462
63.7,30.7,0.0015,0,0.0003525,0.235
63.7,30.8,0.0008,0,0.0001905,0.23812499999999998
63.7,30.9,0.0004,0,9.71e-05,0.24275
63.7,31.0,0.0002,0,4.67e-05,0.23349999999999999
63.7,31.1,0.0001,0,2.12e-05,0.212
63.8,28.3,0.0001,0,2.42e-05,0.24199999999999997
63.8,28.4,0.0002,0,5.33e-05,0.2665
63.8,28.5,0.0005,0,0.0001107,0.22139999999999999
63.8,28.6,0.0009,0,0.0002168,0.2408888888888889
63.8,28.7,0.0017,0,0.0004005,0.23558823529411765
63.8,28.8,0.0029,0,0.0006977,0.24058620689655175
63.8,28.9,0.0048,0,0.0011465,0.23885416666666667
63.8,29.0,0.0074,0,0.0017769,0.24012162162162162
63.8,29.1,0.0108,0,0.0025972,0.24048148148148146
63.8,29.2,0.0149,0,0.0035804,0.24029530201342283
63.8,29.3,0.0194,0,0.0046552,0.23995876288659793
63.8,29.4,0.0238,0,0.0057086,0.23985714285714285
63.8,29.5,0.0275,0,0.0066022,0.24008
63.8,29.6,0.03,0,0.0072016,0.24005333333333334
63.8,29.7,0.0309,0,0.0074087,0.23976375404530745
63.8,29.8,0.03,0,0.0071885,0.23961666666666667
63.8,29.9,0.0274,0,0.0065782,0.2400802919708029
63.8,30.0,0.0237,0,0.0056776,0.23956118143459915
63.8,30.1,0.0193,0,0.0046216,0.23946113989637305
63.8,30.2,0.0148,0,0.0035481,0.2397364864864865
63.8,30.3,0.0107,0,0.0025691,0.24010280373831777
63.8,30.4,0.0073,0,0.0017544,0.24032876712328766
63.8,30.5,0.0047,0,0.00113,0.2404255319148936
63.8,30.6,0.0029,0,0.0006864,0.2366896551724138
63.8,30.7,0.0016,0,0.0003933,0.2458125
63.8,30.8,0.0009,0,0.0002125,0.2361111111111111
63.8,30.9,0.0005,0,0.0001083,0.21660000000000001
63.8,31.0,0.0002,0,5.21e-05,0.2605
63.8,31.1,0.0001,0,2.36e-05,0.236
63.9,28.3,0.0001,0,2.59e-05,0.259
63.9,28.4,0.0002,0,5.7e-05,0.285
63.9,28.5,0.0005,0,0.0001184,0.2368
63.9,28.6,0.001,0,0.0002318,0.23179999999999998
63.9,28.7,0.0018,0,0.0004282,0.2378888888888889
63.9,28.8,0.0031,0,0.000746,0.2406451612903226
63.9,28.9,0.0051,0,0.0012257,0.2403333333333333
63.9,29.0,0.0079,0,0.0018994,0.24043037974683543
63.9,29.1,0.0116,0,0.0027762,0.23932758620689656
63.9,29.2,0.0159,0,0.0038269,0.24068553459119493
63.9,29.3,0.0207,0,0.0049754,0.2403574879227053
63.9,29.4,0.0254,0,0.0061008,0.24018897637795275
63.9,29.5,0.0294,0,0.0070553,0.23997619047619048
63.9,29.6,0.0321,0,0.0076953,0.23972897196261686
63.9,29.7,0.033,0,0.0079162,0.23988484848484848
63.9,29.8,0.032,0,0.0076803,0.240009375
63.9,29.9,0.0293,0,0.0070279,0.23986006825938566
63.9,30.0,0.0253,0,0.0060652,0.2397312252964427
63.9,30.1,0.0206,0,0.0049368,0.23965048543689318
63.9,30.2,0.0158,0,0.0037898,0.23986075949367086
63.9,30.3,0.0114,0,0.0027439,0.24069298245614035
63.9,30.4,0.0078,0,0.0018737,0.24021794871794874
63.9,30.5,0.005,0,0.0012067,0.24134
63.9,30.6,0.0031,0,0.000733,0.23645161290322583
63.9,30.7,0.0018,0,0.0004199,0.2332777777777778
63.9,30.8,0.0009,0,0.0002269,0.2521111111111111
63.9,30.9,0.0005,0,0.0001156,0.23120000000000002
63.9,31.0,0.0002,0,5.56e-05,0.278
63.9,31.1,0.0001,0,2.52e-05,0.252
64.0,28.3,0.0001,0,2.65e-05,0.265
64.0,28.4,0.0002,0,5.83e-05,0.2915
64.0,28.5,0.0005,0,0.000121,0.242
64.0,28.6,0.001,0,0.000237,0.237
64.0,28.7,0.0018,0,0.0004378,0.24322222222222223
64.0,28.8,0.0032,0,0.0007628,0.23837499999999998
64.0,28.9,0.0052,0,0.0012533,0.24101923076923076
64.0,29.0,0.0081,0,0.0019421,0.23976543209876544
64.0,29.1,0.0118,0,0.0028385,0.24055084745762711
64.0,29.2,0.0163,0,0.0039128,0.24004907975460127
64.0,29.3,0.0212,0,0.0050869,0.23994811320754716
64.0,29.4,0.026,0,0.0062374,0.2399
64.0,29.5,0.0301,0,0.0072132,0.23964119601328907
64.0,29.6,0.0328,0,0.0078673,0.23985670731707318
64.0,29.7,0.0337,1,0.0080929,0.2401454005934718
64.0,29.8,0.0327,0,0.0078516,0.24011009174311929
64.0,29.9,0.0299,0,0.0071845,0.24028428093645485
64.0,30.0,0.0258,0,0.0062002,0.24031782945736435
64.0,30.1,0.021,0,0.0050466,0.2403142857142857
64.0,30.2,0.0161,0,0.003874,0.24062111801242236
64.0,30.3,0.0117,0,0.0028048,0.23972649572649574
64.0,30.4,0.008,0,0.0019152,0.23939999999999997
64.0,30.5,0.0051,0,0.0012335,0.2418627450980392
64.0,30.6,0.0031,0,0.0007492,0.24167741935483872
64.0,30.7,0.0018,0,0.0004292,0.23844444444444446
64.0,30.8,0.001,0,0.0002319,0.2319
64.0,30.9,0.0005,0,0.0001182,0.2364
64.0,31.0,0.0002,0,5.68e-05,0.284
64.0,31.1,0.0001,0,2.57e-05,0.257
64.1,28.3,0.0001,0,2.59e-05,0.259
64.1,28.4,0.0002,0,5.7e-05,0.285
64.1,28.5,0.0005,0,0.0001184,0.2368
64.1,28.6,0.001,0,0.0002318,0.23179999999999998
64.1,28.7,0.0018,0,0.0004282,0.2378888888888889
64.1,28.8,0.0031,0,0.000746,0.2406451612903226
64.1,28.9,0.0051,0,0.0012257,0.2403333333333333
64.1,29.0,0.0079,0,0.0018994,0.24043037974683543
64.1,29.1,0.0116,0,0.0027762,0.23932758620689656
64.1,29.2,0.0159,0,0.0038269,0.24068553459119493
64.1,29.3,0.0207,0,0.0049754,0.2403574879227053
64.1,29.4,0.0254,0,0.0061008,0.24018897637795275
64.1,29.5,0.0294,0,0.0070553,0.23997619047619048
64.1,29.6,0.0321,0,0.0076953,0.23972897196261686
64.1,29.7,0.033,0,0.0079162,0.23988484848484848
64.1,29.8,0.032,0,0.0076803,0.240009375
64.1,29.9,0.0293,0,0.0070279,0.23986006825938566
64.1,30.0,0.0253,0,0.0060652,0.2397312252964427
64.1,30.1,0.0206,0,0.0049368,0.23965048543689318
64.1,30.2,0.0158,0,0.0037898,0.23986075949367086
64.1,30.3,0.0114,0,0.0027439,0.24069298245614035
64.1,30.4,0.0078,0,0.0018737,0.24021794871794874
64.1,30.5,0.005,0,0.0012067,0.24134
64.1,30.6,0.0031,0,0.000733,0.23645161290322583
64.1,30.7,0.0018,0,0.0004199,0.2332777777777778
64.1,30.8,0.0009,0,0.0002269,0.2521111111111111
64.1,30.9,0.0005,0,0.0001156,0.23120000000000002
64.1,31.0,0.0002,0,5.56e-05,0.278
64.1,31.1,0.0001,0,2.52e-05,0.252
64.2,28.3,0.0001,0,2.42e-05,0.24199999999999997
64.2,28.4,0.0002,0,5.33e-05,0.2665
64.2,28.5,0.0005,0,0.0001107,0.22139999999999999
64.2,28.6,0.0009,0,0.0002168,0.2408888888888889
64.2,28.7,0.0017,0,0.0004005,0.23558823529411765
64.2,28.8,0.0029,0,0.0006977,0.24058620689655175
64.2,28.9,0.0048,0,0.0011465,0.23885416666666667
64.2,29.0,0.0074,0,0.0017769,0.24012162162162162
64.2,29.1,0.0108,0,0.0025972,0.24048148148148146
64.2,29.2,0.0149,0,0.0035804,0.24029530201342283
64.2,29.3,0.0194,0,0.0046552,0.23995876288659793
64.2,29.4,0.0238,0,0.0057086,0.23985714285714285
64.2,29.5,0.0275,0,0.0066022,0.24008
64.2,29.6,0.03,0,0.0072016,0.24005333333333334
64.2,29.7,0.0309,0,0.0074087,0.23976375404530745
64.2,29.8,0.03,0,0.0071885,0.23961666666666667
64.2,29.9,0.0274,0,0.0065782,0.2400802919708029
64.2,30.0,0.0237,0,0.0056776,0.23956118143459915
64.2,30.1,0.0193,0,0.0046216,0.23946113989637305
64.2,30.2,0.0148,0,0.0035481,0.2397364864864865
64.2,30.3,0.0107,0,0.0025691,0.24010280373831777
64.2,30.4,0.0073,0,0.0017544,0.24032876712328766
64.2,30.5,0.0047,0,0.00113,0.2404255319148936
64.2,30.6,0.0029,0,0.0006864,0.2366896551724138
64.2,30.7,0.0016,0,0.0003933,0.2458125
64.2,30.8,0.0009,0,0.0002125,0.2361111111111111
64.2,30.9,0.0005,0,0.0001083,0.21660000000000001
64.2,31.0,0.0002,0,5.21e-05,0.2605
64.2,31.1,0.0001,0,2.36e-05,0.236
64.3,28.3,0.0001,0,2.16e-05,0.216
64.3,28.4,0.0002,0,4.77e-05,0.2385
64.3,28.5,0.0004,0,9.9e-05,0.24749999999999997
64.3,28.6,0.0008,0,0.0001939,0.24237499999999998
64.3,28.7,0.0015,0,0.0003582,0.23879999999999998
64.3,28.8,0.0026,0,0.0006242,0.24007692307692308
64.3,28.9,0.0043,0,0.0010258,0.23855813953488375
64.3,29.0,0.0066,0,0.0015899,0.24089393939393938
