longitude,latitude,nu,mmin,duration,lambda,distance,zoneid,in zoneid,zmax,zmin,tectonic subregion,a,b,stdb,mmax,stdmmax,rake,dip,strike,aspect ratio,msr,source_name,id,logN_5.0-6.0,logN_6.0-7.0,logN_7.0-8.0
64,24,0.0097,4.5,45,0.00021556,1192.6,936.0,,180,70,subduction intraslab Himalayas,1.9136,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,24N 64E 70-180 km depth M4.5,24N_64E_L3_M4p5,-4.29,-5.54,-7.07
64,28,0.0001,4.5,45,2.2222e-06,889.73,935.0,,180,70,subduction interface ,-0.83821,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,28N 64E 70-180 km depth M4.5,28N_64E_L3_M4p5,,,
64,29,0.0147,4.5,45,0.00032667,809.55,935.0,,180,70,subduction interface ,1.3291,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,29N 64E 70-180 km depth M4.5,29N_64E_L3_M4p5,-4.04,-5.11,-6.34
64,30,0.0411,4.5,45,0.00091333,734.07,153.0,,180,70,subduction interface ,1.9106,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,30N 64E 70-180 km depth M4.5,30N_64E_L3_M4p5,-3.59,-4.69,-5.8
64,31,0.001,4.5,45,2.2222e-05,654.07,153.0,,180,70,subduction interface ,0.29679,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,31N 64E 70-180 km depth M4.5,31N_64E_L3_M4p5,-5.51,-6.61,-7.86
65,23,0.002,4.5,45,4.4444e-05,1219.8,936.0,,180,70,subduction intraslab Himalayas,1.2278,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,23N 65E 70-180 km depth M4.5,23N_65E_L3_M4p5,-5,-6.28,
65,24,0.0036,4.5,45,8e-05,1133.1,936.0,,180,70,subduction intraslab Himalayas,1.4831,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,24N 65E 70-180 km depth M4.5,24N_65E_L3_M4p5,-4.73,-5.99,
65,29,0.0021,4.5,45,4.6667e-05,744.79,935.0,,180,70,subduction interface ,0.48401,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,29N 65E 70-180 km depth M4.5,29N_65E_L3_M4p5,-5.04,-6.11,
65,30,0.0036,4.5,45,8e-05,665.06,935.0,,180,70,subduction interface ,0.71809,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,30N 65E 70-180 km depth M4.5,30N_65E_L3_M4p5,-4.72,-5.79,
65,31,0.0002,4.5,45,4.4444e-06,588.81,153.0,,180,70,subduction interface ,-0.40218,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,31N 65E 70-180 km depth M4.5,31N_65E_L3_M4p5,,,
66,30,0.0006,4.5,45,1.3333e-05,599.87,935.0,,180,70,subduction interface ,-0.060061,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,30N 66E 70-180 km depth M4.5,30N_66E_L3_M4p5,,,
66,31,0.0106,4.5,45,0.00023556,520.91,935.0,,180,70,subduction interface ,1.1871,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,31N 66E 70-180 km depth M4.5,31N_66E_L3_M4p5,-4.19,-5.26,-6.58
66,32,0.0006,4.5,45,1.3333e-05,443.9,153.0,,180,70,subduction interface ,0.074939,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,32N 66E 70-180 km depth M4.5,32N_66E_L3_M4p5,-6.23,-7.33,
67,30,0.0015,4.5,45,3.3333e-05,534.2,935.0,,180,70,subduction interface ,0.33788,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,30N 67E 70-180 km depth M4.5,30N_67E_L3_M4p5,-5.28,-6.35,
67,31,0.0115,4.5,45,0.00025556,455.09,935.0,,180,70,subduction interface ,1.2225,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,31N 67E 70-180 km depth M4.5,31N_67E_L3_M4p5,-4.15,-5.22,-6.51
67,32,0.0006,4.5,45,1.3333e-05,377.65,935.0,,180,70,subduction interface ,-0.060061,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,32N 67E 70-180 km depth M4.5,32N_67E_L3_M4p5,,,
67,35,0.001,4.5,45,2.2222e-05,144.15,153.0,,180,70,subduction interface ,0.29679,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,35N 67E 70-180 km depth M4.5,35N_67E_L3_M4p5,-5.51,-6.61,-7.86
67,36,0.0006,4.5,45,1.3333e-05,119.15,153.0,,180,70,subduction interface ,0.074939,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,36N 67E 70-180 km depth M4.5,36N_67E_L3_M4p5,-6.23,-7.33,
68,29,0.0004,4.5,45,8.8889e-06,545.3,936.0,,180,70,subduction intraslab Himalayas,0.52885,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,29N 68E 70-180 km depth M4.5,29N_68E_L3_M4p5,-5.82,-7.43,
68,30,0.0209,4.5,45,0.00046444,467.83,935.0,,180,70,subduction interface ,1.4819,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,30N 68E 70-180 km depth M4.5,30N_68E_L3_M4p5,-3.88,-4.95,-6.13
68,31,0.0127,4.5,45,0.00028222,389.28,935.0,,180,70,subduction interface ,1.2656,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,31N 68E 70-180 km depth M4.5,31N_68E_L3_M4p5,-4.11,-5.18,-6.44
68,32,0.0001,4.5,45,2.2222e-06,310.59,935.0,,180,70,subduction interface ,-0.83821,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,32N 68E 70-180 km depth M4.5,32N_68E_L3_M4p5,,,
68,34,0.0001,4.5,45,2.2222e-06,155.65,153.0,,180,70,subduction interface ,-0.70321,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,34N 68E 70-180 km depth M4.5,34N_68E_L3_M4p5,,,
68,35,0.0122,4.5,45,0.00027111,77.861,153.0,,180,70,subduction interface ,1.3831,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,35N 68E 70-180 km depth M4.5,35N_68E_L3_M4p5,-4.14,-5.24,-6.34
68,36,0.0234,4.5,45,0.00052,37.201,153.0,,180,70,subduction interface ,1.666,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,36N 68E 70-180 km depth M4.5,36N_68E_L3_M4p5,-3.84,-4.94,-6.05
68,37,0.0184,4.5,45,0.00040889,114.77,153.0,,180,70,subduction interface ,1.5616,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,37N 68E 70-180 km depth M4.5,37N_68E_L3_M4p5,-3.95,-5.05,-6.15
68,38,0.0018,4.5,45,4e-05,192.28,153.0,,180,70,subduction interface ,0.55206,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,38N 68E 70-180 km depth M4.5,38N_68E_L3_M4p5,-5.09,-6.19,-7.34
69,29,0.0002,4.5,45,4.4444e-06,475.46,936.0,,180,70,subduction intraslab Himalayas,0.22782,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,29N 69E 70-180 km depth M4.5,29N_69E_L3_M4p5,-6.36,,
69,30,0.0072,4.5,45,0.00016,401.74,935.0,,180,70,subduction interface ,1.0191,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,30N 69E 70-180 km depth M4.5,30N_69E_L3_M4p5,-4.37,-5.44,-6.98
69,31,0.003,4.5,45,6.6667e-05,322.67,935.0,,180,70,subduction interface ,0.63891,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,31N 69E 70-180 km depth M4.5,31N_69E_L3_M4p5,-4.82,-5.89,
69,32,0.0045,4.5,45,0.0001,244.69,935.0,,180,70,subduction interface ,0.815,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,32N 69E 70-180 km depth M4.5,32N_69E_L3_M4p5,-4.61,-5.68,
69,33,0.0003,4.5,45,6.6667e-06,166.48,935.0,,180,70,subduction interface ,-0.36109,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,33N 69E 70-180 km depth M4.5,33N_69E_L3_M4p5,,,
69,34,0.0018,4.5,45,4e-05,89.623,153.0,,180,70,subduction interface ,0.55206,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,34N 69E 70-180 km depth M4.5,34N_69E_L3_M4p5,-5.09,-6.19,-7.34
69,35,0.0719,4.5,45,0.0015978,12.583,153.0,,180,70,subduction interface ,2.1535,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,35N 69E 70-180 km depth M4.5,35N_69E_L3_M4p5,-3.35,-4.45,-5.55
69,37,0.1138,4.5,45,0.0025289,51.509,153.0,,180,70,subduction interface ,2.3529,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,37N 69E 70-180 km depth M4.5,37N_69E_L3_M4p5,-3.15,-4.25,-5.35
69,38,0.0132,4.5,45,0.00029333,129.88,153.0,,180,70,subduction interface ,1.4174,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,38N 69E 70-180 km depth M4.5,38N_69E_L3_M4p5,-4.1,-5.2,-6.3
69,39,0.0019,4.5,45,4.2222e-05,208.2,153.0,,180,70,subduction interface ,0.57554,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,39N 69E 70-180 km depth M4.5,39N_69E_L3_M4p5,-5.06,-6.16,-7.31
70,29,0.0029,4.5,45,6.4444e-05,414.28,936.0,,180,70,subduction intraslab Himalayas,1.3892,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,29N 70E 70-180 km depth M4.5,29N_70E_L3_M4p5,-4.83,-6.09,
70,30,0.0052,4.5,45,0.00011556,331.8,936.0,,180,70,subduction intraslab Himalayas,1.6428,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,30N 70E 70-180 km depth M4.5,30N_70E_L3_M4p5,-4.57,-5.82,-8.2
70,31,0.0016,4.5,45,3.5556e-05,256.42,935.0,,180,70,subduction interface ,0.36591,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,31N 70E 70-180 km depth M4.5,31N_70E_L3_M4p5,-5.23,-6.3,
70,32,0.0161,4.5,45,0.00035778,178.02,935.0,,180,70,subduction interface ,1.3686,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,32N 70E 70-180 km depth M4.5,32N_70E_L3_M4p5,-4,-5.07,-6.28
70,33,0.004,4.5,45,8.8889e-05,100.55,935.0,,180,70,subduction interface ,0.76385,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,33N 70E 70-180 km depth M4.5,33N_70E_L3_M4p5,-4.67,-5.74,
70,34,0.016,4.5,45,0.00035556,22.913,935.0,,180,70,subduction interface ,1.3659,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,34N 70E 70-180 km depth M4.5,34N_70E_L3_M4p5,-4,-5.07,-6.28
70,38,0.107,4.5,45,0.0023778,68.107,153.0,,180,70,subduction interface ,2.3262,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,38N 70E 70-180 km depth M4.5,38N_70E_L3_M4p5,-3.18,-4.28,-5.38
70,39,0.0166,4.5,45,0.00036889,147.29,153.0,,180,70,subduction interface ,1.5169,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,39N 70E 70-180 km depth M4.5,39N_70E_L3_M4p5,-4,-5.1,-6.2
71,29,0.0045,4.5,45,0.0001,365.63,936.0,,180,70,subduction intraslab Himalayas,1.58,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,29N 71E 70-180 km depth M4.5,29N_71E_L3_M4p5,-4.63,-5.89,
71,30,0.0081,4.5,45,0.00018,269.93,936.0,,180,70,subduction intraslab Himalayas,1.8353,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,30N 71E 70-180 km depth M4.5,30N_71E_L3_M4p5,-4.37,-5.62,-7.24
71,31,0.0007,4.5,45,1.5556e-05,189.46,935.0,,180,70,subduction interface ,0.0068855,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,31N 71E 70-180 km depth M4.5,31N_71E_L3_M4p5,-7.15,-8.22,
71,32,0.0071,4.5,45,0.00015778,111.51,935.0,,180,70,subduction interface ,1.013,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,32N 71E 70-180 km depth M4.5,32N_71E_L3_M4p5,-4.38,-5.45,-6.99
71,33,0.0018,4.5,45,4e-05,33.879,935.0,,180,70,subduction interface ,0.41706,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,33N 71E 70-180 km depth M4.5,33N_71E_L3_M4p5,-5.14,-6.21,
71,34,0.0064,4.5,45,0.00014222,0,95.0,95,70,25,subduction interface,0.38297,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,34N 71E 25-70 km depth M4.5,34N_71E_L3_M4p5,-4.55,-5.49,-8
71,35,0.2508,4.5,45,0.0055733,0,95.0,95,70,25,subduction interface,1.9761,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,35N 71E 25-70 km depth M4.5,35N_71E_L3_M4p5,-2.73,-3.67,-4.61
71,38,0.3592,4.5,45,0.0079822,6.9846,153.0,,180,70,subduction interface ,2.8521,1.1,0.03,7.9,0.3,94,44,247,2,StrasserIntraslab,38N 71E 70-180 km depth M4.5,38N_71E_L3_M4p5,-2.65,-3.75,-4.85
71,39,0.0163,4.5,45,0.00036222,89.613,154.0,,180,70,subduction intraslab Himalayas,2.319,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 71E 70-180 km depth M4.5,39N_71E_L3_M4p5,-4.08,-5.36,-6.66
72,29,0.0001,4.5,45,2.2222e-06,320.38,936.0,,180,70,subduction intraslab Himalayas,-0.073213,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,29N 72E 70-180 km depth M4.5,29N_72E_L3_M4p5,,,
72,30,0.0002,4.5,45,4.4444e-06,223.47,936.0,,180,70,subduction intraslab Himalayas,0.22782,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,30N 72E 70-180 km depth M4.5,30N_72E_L3_M4p5,-6.36,,
72,31,0.0014,4.5,45,3.1111e-05,126.32,936.0,,180,70,subduction intraslab Himalayas,1.0729,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,31N 72E 70-180 km depth M4.5,31N_72E_L3_M4p5,-5.17,-6.46,
72,32,0.0144,4.5,45,0.00032,44.518,935.0,,180,70,subduction interface ,1.3201,1.07,0.09,7.2,0.3,111,57,317,2,StrasserIntraslab,32N 72E 70-180 km depth M4.5,32N_72E_L3_M4p5,-4.05,-5.12,-6.35
72,33,0.0004,4.5,45,8.8889e-06,0,95.0,95,70,25,subduction interface,-0.82115,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,33N 72E 25-70 km depth M4.5,33N_72E_L3_M4p5,,,
72,34,0.0032,4.5,45,7.1111e-05,0,95.0,95,70,25,subduction interface,0.081937,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,34N 72E 25-70 km depth M4.5,34N_72E_L3_M4p5,-5.38,-6.32,
72,35,0.0727,4.5,45,0.0016156,0,95.0,95,70,25,subduction interface,1.4383,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,35N 72E 25-70 km depth M4.5,35N_72E_L3_M4p5,-3.28,-4.22,-5.18
72,36,1.6632,4.5,45,0.03696,0,95.0,95,70,25,subduction interface,2.7977,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,36N 72E 25-70 km depth M4.5,36N_72E_L3_M4p5,-1.9,-2.84,-3.78
72,39,0.0589,4.5,45,0.0013089,40.87,154.0,,180,70,subduction intraslab Himalayas,2.8769,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 72E 70-180 km depth M4.5,39N_72E_L3_M4p5,-3.52,-4.8,-6.09
73,31,0.0001,4.5,45,2.2222e-06,81.046,936.0,,180,70,subduction intraslab Himalayas,-0.073213,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,31N 73E 70-180 km depth M4.5,31N_73E_L3_M4p5,,,
73,33,0.0009,4.5,45,2e-05,0,95.0,95,70,25,subduction interface,-0.46897,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,33N 73E 25-70 km depth M4.5,33N_73E_L3_M4p5,,,
73,34,0.0226,4.5,45,0.00050222,0,95.0,95,70,25,subduction interface,0.9309,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,34N 73E 25-70 km depth M4.5,34N_73E_L3_M4p5,-3.82,-4.76,-5.79
73,35,0.0456,4.5,45,0.0010133,0,95.0,95,70,25,subduction interface,1.2358,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,35N 73E 25-70 km depth M4.5,35N_73E_L3_M4p5,-3.49,-4.43,-5.41
73,36,0.1448,4.5,45,0.0032178,0,95.0,95,70,25,subduction interface,1.7376,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,36N 73E 25-70 km depth M4.5,36N_73E_L3_M4p5,-2.97,-3.91,-4.86
73,37,0.466,4.5,45,0.010356,0,95.0,95,70,25,subduction interface,2.2452,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,37N 73E 25-70 km depth M4.5,37N_73E_L3_M4p5,-2.46,-3.4,-4.34
74,31,0.0002,4.5,45,4.4444e-06,34.963,936.0,,180,70,subduction intraslab Himalayas,0.22782,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,31N 74E 70-180 km depth M4.5,31N_74E_L3_M4p5,-6.36,,
74,34,0.038,4.5,45,0.00084444,0,95.0,95,70,25,subduction interface,1.1566,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,34N 74E 25-70 km depth M4.5,34N_74E_L3_M4p5,-3.57,-4.51,-5.5
74,35,0.0804,4.5,45,0.0017867,0,95.0,95,70,25,subduction interface,1.482,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,35N 74E 25-70 km depth M4.5,35N_74E_L3_M4p5,-3.23,-4.17,-5.13
74,36,0.0804,4.5,45,0.0017867,0,95.0,95,70,25,subduction interface,1.482,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,36N 74E 25-70 km depth M4.5,36N_74E_L3_M4p5,-3.23,-4.17,-5.13
74,37,0.0831,4.5,45,0.0018467,0,95.0,95,70,25,subduction interface,1.4964,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,37N 74E 25-70 km depth M4.5,37N_74E_L3_M4p5,-3.22,-4.16,-5.12
74,39,0.4453,4.5,45,0.0098956,2.2034,154.0,,180,70,subduction intraslab Himalayas,3.7554,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 74E 70-180 km depth M4.5,39N_74E_L3_M4p5,-2.64,-3.92,-5.21
75,34,0.0381,4.5,45,0.00084667,0,95.0,95,70,25,subduction interface,1.1577,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,34N 75E 25-70 km depth M4.5,34N_75E_L3_M4p5,-3.57,-4.51,-5.5
75,35,0.084,4.5,45,0.0018667,0,95.0,95,70,25,subduction interface,1.5011,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,35N 75E 25-70 km depth M4.5,35N_75E_L3_M4p5,-3.21,-4.15,-5.11
75,36,0.034,4.5,45,0.00075556,0,95.0,95,70,25,subduction interface,1.1083,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,36N 75E 25-70 km depth M4.5,36N_75E_L3_M4p5,-3.63,-4.57,-5.56
75,37,0.0189,4.5,45,0.00042,0,95.0,95,70,25,subduction interface,0.85325,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,37N 75E 25-70 km depth M4.5,37N_75E_L3_M4p5,-3.91,-4.85,-5.9
75,39,0.1145,4.5,45,0.0025444,6.1473,154.0,,180,70,subduction intraslab Himalayas,3.1656,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 75E 70-180 km depth M4.5,39N_75E_L3_M4p5,-3.23,-4.51,-5.8
75,40,0.0384,4.5,45,0.00085333,117.16,154.0,,180,70,subduction intraslab Himalayas,2.6911,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,40N 75E 70-180 km depth M4.5,40N_75E_L3_M4p5,-3.71,-4.99,-6.28
76,30,0.0001,4.5,45,2.2222e-06,35.933,936.0,,180,70,subduction intraslab Himalayas,-0.073213,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,30N 76E 70-180 km depth M4.5,30N_76E_L3_M4p5,,,
76,35,0.0261,4.5,45,0.00058,0,95.0,95,70,25,subduction interface,0.99343,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,35N 76E 25-70 km depth M4.5,35N_76E_L3_M4p5,-3.75,-4.69,-5.71
76,36,0.0203,4.5,45,0.00045111,0,95.0,95,70,25,subduction interface,0.88428,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,36N 76E 25-70 km depth M4.5,36N_76E_L3_M4p5,-3.88,-4.82,-5.86
76,37,0.0404,4.5,45,0.00089778,0,95.0,95,70,25,subduction interface,1.1832,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,37N 76E 25-70 km depth M4.5,37N_76E_L3_M4p5,-3.55,-4.49,-5.47
76,39,0.0486,4.5,45,0.00108,11.037,154.0,,180,70,subduction intraslab Himalayas,2.7934,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 76E 70-180 km depth M4.5,39N_76E_L3_M4p5,-3.61,-4.89,-6.17
76,40,0.0471,4.5,45,0.0010467,121.98,154.0,,180,70,subduction intraslab Himalayas,2.7798,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,40N 76E 70-180 km depth M4.5,40N_76E_L3_M4p5,-3.62,-4.9,-6.19
77,27,0.0011,4.5,45,2.4444e-05,271.38,936.0,,180,70,subduction intraslab Himalayas,0.96818,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,27N 77E 70-180 km depth M4.5,27N_77E_L3_M4p5,-5.28,-6.6,
77,28,0.0001,4.5,45,2.2222e-06,176.81,936.0,,180,70,subduction intraslab Himalayas,-0.073213,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,28N 77E 70-180 km depth M4.5,28N_77E_L3_M4p5,,,
77,35,0.0063,4.5,45,0.00014,0,95.0,95,70,25,subduction interface,0.37613,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,35N 77E 25-70 km depth M4.5,35N_77E_L3_M4p5,-4.56,-5.5,-9.73
77,36,0.1119,4.5,45,0.0024867,0,95.0,95,70,25,subduction interface,1.6256,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,36N 77E 25-70 km depth M4.5,36N_77E_L3_M4p5,-3.08,-4.02,-4.98
77,37,0.0852,4.5,45,0.0018933,0,95.0,95,70,25,subduction interface,1.5072,0.94,0.13,7.6,0.4,167,79,23,2,StrasserInterface,37N 77E 25-70 km depth M4.5,37N_77E_L3_M4p5,-3.21,-4.15,-5.11
77,38,0.0116,4.5,45,0.00025778,26.513,154.0,,180,70,subduction intraslab Himalayas,2.1712,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,38N 77E 70-180 km depth M4.5,38N_77E_L3_M4p5,-4.23,-5.51,-6.81
77,39,0.0216,4.5,45,0.00048,52.706,154.0,,180,70,subduction intraslab Himalayas,2.4412,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,39N 77E 70-180 km depth M4.5,39N_77E_L3_M4p5,-3.96,-5.24,-6.53
77,40,0.0655,4.5,45,0.0014556,134.36,154.0,,180,70,subduction intraslab Himalayas,2.923,1.28,0.09,7.3,0.3,-169,80,100,2,StrasserIntraslab,40N 77E 70-180 km depth M4.5,40N_77E_L3_M4p5,-3.48,-4.76,-6.04
78,26,0.0005,4.5,45,1.1111e-05,314.59,936.0,,180,70,subduction intraslab Himalayas,0.62576,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,26N 78E 70-180 km depth M4.5,26N_78E_L3_M4p5,-5.69,-7.17,
78,27,0.0179,4.5,45,0.00039778,220.58,936.0,,180,70,subduction intraslab Himalayas,2.1796,1.24,0.11,6.7,0.2,-164,47,140,2,StrasserIntraslab,27N 78E 70-180 km depth M4.5,27N_78E_L3_M4p5,-4.02,-5.27,-6.64
